location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,2,5,1925,2,f,20.8,0.2,4.03,,4.53,8.85,1,4.9,1.05,6.2,9.3,9.3,0.6,0.5,,,,,0.58,5.5,,,,,
south georgia,2,5,1925,3,f,17.6,,3.5,,3.8,7.5,,4.8,0.9,5.1,8.2,8.2,0.7,0.5,,1.45,1.85,1.9,0.48,4.58,,,,,
south georgia,2,5,1925,4,m,,,,,4.35,,,5.25,1,6,9.5,,1.5,0.5,1.4,,,,,,,,,,
south georgia,2,10,1925,7,f,19.55,0.3,4,4.2,4.35,8.35,1,5,1,5.5,8.8,,0.5,0.5,1.1,1.65,2.25,,0.56,5.35,3.15,,,,
south georgia,2,11,1925,11,m,19.5,,4,4.19,4.25,8.2,1.1,4.7,0.95,5.2,8.35,8,1.55,0.5,1.2,,,,,5.3,2.2,,,,
south georgia,2,11,1925,12,f,17.3,,3.23,3.5,3.65,7.2,0.87,4.3,0.85,4.75,7.7,7.4,0.5,0.4,0.95,,1.6,,0.5,,,,,,
south georgia,2,11,1925,14,m,17.9,,3.15,3.42,3.55,7.15,0.88,4.35,0.85,5.35,8.3,,0.9,0.38,0.9,1.5,2.1,2.11,0.53,,,,,,
south georgia,2,12,1925,15,m,19,,,3.85,3.87,7.7,,,0.95,,,,,,,1.45,,,,,,,,,
south georgia,2,12,1925,16,m,20.5,0.15,4.07,4.4,4.36,9,1.05,4.8,0.85,5.4,8.7,8.45,1.55,0.5,1,1.65,2.1,2.2,0.55,,,,,,
south georgia,2,12,1925,17,m,19.6,,3.85,4,4.3,8.2,0.95,4.18,1,5.2,8.75,8.5,1.5,0.55,1.25,,,,,,,,,,
south georgia,2,12,1925,18,m,18.7,,3.7,,4.1,7.73,0.9,4.8,0.95,5.25,8.65,8,1.5,0.52,1.4,1.5,1.8,,0.45,4.95,2.05,,,,
south georgia,2,12,1925,19,m,19.45,,3.85,4.15,4.25,7.8,1,4.65,0.95,5.3,8.55,8.2,1.2,0.6,1,1.4,2,2.2,0.52,,,,,,
south georgia,2,13,1925,20,f,20.8,0.24,3.75,4.15,4.23,8.5,0.93,,1,6.1,9.65,,0.65,0.47,1,2.25,2.16,2.18,0.55,5.21,2.43,,,,
south georgia,2,13,1925,22,m,20.3,,3.6,3.8,4,8.25,0.94,5.6,1.05,6.2,9.5,9.4,1.3,,1.2,1.75,,,,,,,,,
south georgia,2,16,1925,23,f,21.5,,4.05,4.2,4.35,8.9,1.06,,1.23,6.1,9.5,,0.65,,,0.9,,,,5.45,2.27,,,,
south georgia,2,16,1925,25,m,19.9,,3.7,3.95,4,8.3,1,5.13,1.2,6.6,9.35,9.3,0.77,0.48,1.3,1.65,,,,,,,,,
south georgia,2,17,1925,28,f,17.65,,3.3,3.5,3.76,7.4,0.9,4.6,0.93,4.88,,7.25,0.59,0.45,1.4,1.5,,,,,,,,,
south georgia,2,18,1925,29,f,21.7,0.27,4.25,4.5,4.6,9.2,1,5,1.05,5.7,9.5,9.6,0.85,0.5,1.5,1.85,2.58,2.67,0.64,5.65,2.47,,,,
south georgia,2,20,1925,32,f,18.05,0.15,3.25,3.7,3.6,7.25,0.82,4.5,0.92,5.25,8.45,8.45,0.5,0.35,0.8,1.55,1.9,2,0.43,4.55,1.85,,,,
south georgia,2,21,1925,33,f,15.5,0.1,2.33,,2.5,5.45,0.68,,0.95,4.7,7.2,,,,0.9,1.25,1.6,1.7,0.43,3.45,1.8,,,,
south georgia,2,21,1925,35,m,17.55,,,,,,,,,,,,,,,,,,,4.65,2.1,,,,
south georgia,2,21,1925,38,m,21.2,,4.4,,4.93,9.3,1,5.3,0.92,5.8,9.4,9,1.7,0.35,3.8,1.7,,,,,,,,,
south georgia,2,23,1925,39,f,22.8,,4.53,4.79,4.88,9.7,,,1.25,6.5,10,,0.5,0.5,1.6,2,3,3.5,0.65,5.9,2.4,,,,
south georgia,2,23,1925,42,f,23.6,,4.8,5.1,5,10,,,1.12,6.7,,,0.6,,,2,,,,6.4,,,,,
south georgia,2,23,1925,44,m,20.2,,3.75,3.98,4.1,8.3,1.05,5.3,0.97,5.78,9.1,9.1,1.52,0.52,1.2,1.7,,,,5,2.2,,,,
south georgia,2,23,1925,45,f,22.55,,4.25,4.63,4.93,9.85,1.1,5.7,1.2,6.4,10.25,9.9,0.7,0.48,1.2,2.18,,,,,,,,,
south georgia,2,25,1925,51,m,20.6,,4,4.3,4.5,,1,,1.05,4.7,,,0.8,0.42,0.95,,,,,5.5,2.45,,,,
south georgia,2,27,1925,56,m,20.87,0.25,4.2,4.65,4.75,8.17,1.05,,1.15,4.95,9.5,,1.1,0.42,1.3,1.92,2.4,2.42,0.6,5.75,2.25,,,,
south georgia,2,27,1925,57,f,19.35,0.22,3.65,3.98,3.85,7.95,0.92,4.75,1.05,5.55,9,8.52,0.55,0.53,1.08,1.75,2.2,2.28,0.56,4.92,2.16,,,,
south georgia,2,27,1925,58,f,20.9,,3.78,4.18,4.28,8.4,1,5.2,1,5.88,9.14,8.72,0.47,0.55,0.97,1.2,2.35,2.4,0.53,5.2,2.2,,,,
south georgia,2,27,1925,59,f,21.25,,4.15,4.4,4.55,8.75,,5.52,1.07,5.8,,8.7,0.55,0.48,1,,,,,,,,,,
south georgia,2,28,1925,61,f,21.12,,4.25,4.58,4.8,9.1,1,5.2,1.1,6.02,9.65,9.3,0.6,0.6,1.15,1.8,,,,5.7,2.3,,,2.4,
south georgia,2,28,1925,62,f,21.4,,4.2,4.5,4.65,8.7,1.05,5.5,1.15,6,9.3,8.9,0.6,0.5,1.25,1.75,,,,,,,,2.35,
south georgia,2,28,1925,63,f,20.5,,3.8,4.2,4.3,8.6,0.9,,1.15,5.9,9.3,,0.55,,,1.65,2.2,2.35,0.55,5.23,2.16,,,,
south georgia,3,1,1925,64,m,19.1,,3.65,,3.8,7.7,,,1,5.6,8.85,,0.95,,,1.4,2.27,2.33,0.55,,,,,,
south georgia,3,1,1925,65,m,20.1,,3.7,3.9,4.1,8.2,1,5.1,0.95,5.6,8.95,8.6,1.5,0.62,1.3,1.4,2.2,2.25,0.53,5.3,2.16,,,,
south georgia,3,1,1925,66,f,19.25,,3.5,4,3.95,7.8,,4.9,0.85,5.5,8.9,8.4,0.35,0.53,0.95,1.4,2.15,2.17,0.52,4.9,2,,,1.87,
south georgia,3,1,1925,67,f,22.5,,4.7,5.1,5.1,9.6,,4.85,1.15,6,9.95,9.2,0.6,,1.2,1.5,,,0.6,,,,,3,
south georgia,3,1,1925,68,f,23.3,,,,,,,,1,,,,,,,,,,,5.8,2.4,,,,
south georgia,3,1,1925,69,m,20.5,,4,,4.3,8.6,1,,1.1,6.05,9.6,,1.05,,,1.7,,,,5.5,2.65,,,,
south georgia,3,1,1925,70,m,19.7,,4,4,4.1,8.1,0.93,4.65,1,,,,,0.5,1.05,1.5,2.3,3.6,0.61,,,,,2.25,
south georgia,3,2,1925,71,f,19.3,,3.3,3.75,3.78,7.6,0.91,,0.9,5.8,9,,0.5,,,1.5,,,,4.6,1.85,,,,
south georgia,3,3,1925,73,f,22.35,,4.55,,5,9.9,1.05,,1.15,6.2,9.6,,0.5,,,1.8,2.6,2.7,0.68,6,2.3,,,,
south georgia,3,3,1925,74,f,21.5,,4.5,4.75,4.85,9.2,1,4.95,1.1,6.1,10,9.5,0.6,0.49,0.92,1.9,2.28,3.05,0.62,5.85,2.3,,,1.75,
south georgia,3,3,1925,75,f,21.2,,4,4.2,4.3,8.6,1.05,5.4,1.15,6,9.65,9.2,0.65,0.55,1.2,1.8,,,,,,,,1.75,
south georgia,3,3,1925,76,f,20.2,,4.1,,4.4,8.4,1,,1.05,5.9,8.9,,0.35,,,1.4,2,,0.6,5.4,2.16,,,,
south georgia,3,3,1925,77,f,19.7,,3.85,4.1,4.2,8.1,1,5,1.05,5.7,8.85,8.7,0.4,0.68,1.1,1.5,2,2.05,0.53,5.2,2.15,,,1.8,
south georgia,3,3,1925,78,m,18.7,,3.5,4,4.15,8,0.95,4.5,0.9,5.2,8.55,8,0.67,0.5,1,1.7,,,,5,2.3,,,1.9,
south georgia,3,3,1925,79,m,20.8,,4.2,4.35,4.65,8.7,0.95,5.25,1.15,5.9,9.35,9,1.4,0.5,1.15,1.8,2.15,2.2,0.57,5.5,2.3,,,2.3,
south georgia,3,3,1925,80,f,21.5,,4,4.05,4.25,8.6,,5.4,1.1,6.1,9.8,,0.5,0.5,1.1,1.6,2.4,2.42,0.5,5.2,2.2,,,2.15,
south georgia,3,9,1925,83,f,20,,3.95,4.35,4.5,8.45,0.95,5.2,1,5.9,9.2,8.75,0.5,0.55,1.1,1.85,2.25,2.3,0.55,5.5,2.05,,,2.05,
south georgia,3,10,1925,84,m,13.55,,1.85,,3.35,,0.95,,0.9,4.3,6.95,,0.85,,,,1.4,1.5,0.45,3,1.22,,,,
south georgia,3,12,1925,86,m,19.9,,3.75,4,4.1,7.75,0.98,5,0.96,5.8,9.1,9,1.3,0.55,1.1,2.15,2.1,2.18,0.51,5.6,2,,,2,
south georgia,3,19,1925,97,m,19.35,,3.85,,4.25,8.05,0.99,,0.93,5.4,8.65,,1.2,,1,1.6,2.25,2.29,0.51,5.25,2.05,,,,
south georgia,3,21,1925,100,m,19.55,0.25,3.7,3.92,4.15,8.1,0.95,5,1.05,5.6,9,,1,0.55,1.08,1.45,2.1,2.15,,4.92,2.3,,,,
south georgia,3,21,1925,101,f,21,,4.55,,5.15,9.8,1.15,5.03,1.1,5.5,9.1,8.9,0.7,0.46,1,2.1,2.6,2.7,0.67,6.15,2.6,,,1.8,
south georgia,3,23,1925,105,f,18.5,,3.15,3.6,3.55,7.2,0.85,4.9,0.9,5.6,8.85,8.4,0.6,0.46,0.8,1.7,,,,,,,,1.7,
south georgia,3,23,1925,111,f,22.6,,4.35,4.78,4.9,9.4,1.16,5.7,1,6.3,9.9,9.3,0.5,0.53,1.2,1.7,2.5,2.56,0.68,5.9,2.6,,,2.2,
south georgia,3,25,1925,114,m,20.2,,3.7,4.35,4.3,8.3,1.03,,1.1,5.85,9.1,,0.95,,1.5,,,,,5.45,2.05,,,,
south georgia,3,25,1925,118,m,18.6,,3.3,3.74,3.85,7.7,0.92,,0.93,6.47,8.5,,0.9,,,1.5,2.05,2.07,0.51,4.68,2.1,,,,
south georgia,3,25,1925,119,m,20.4,,3.85,,4.2,8.9,,,1.1,5.9,9.3,,1.05,0.5,1.2,1.8,2.45,2.47,0.62,5.25,2.36,,,,
south georgia,3,26,1925,120,f,22.4,,3.98,,4.38,8.75,,,1.07,6.4,10.25,,0.65,0.55,0.95,1.7,2.16,2.18,0.6,5.33,2.12,,,,
south georgia,3,26,1925,121,m,19.95,,3.65,3.95,4.05,8.22,1,5.08,1.1,5.85,9.55,9.05,1.6,0.54,1.4,,2.4,2.45,0.61,5.05,2.07,,,2.1,
south georgia,3,27,1925,127,f,17.9,,3.15,3.6,3.7,7.4,0.9,,0.95,5.4,8.55,,0.45,,1,1.75,,,,4.48,1.9,,,,
south georgia,3,28,1925,130,m,20.4,,4,,4.54,8.7,,4.95,1.24,5.7,9.3,8.8,1.1,0.5,1,1.9,,,,5.4,2.45,,,,
south georgia,3,28,1925,133,m,16.75,,3.1,3.35,3.43,7,0.85,4.4,0.85,5,8,7.6,1.2,0.42,1.02,1.5,,,,4.25,1.7,,,1.7,
south georgia,3,28,1925,134,f,18.65,,3.7,4.03,4.05,7.9,0.91,4.8,1,5.7,8.9,8.45,0.5,0.45,1,1.8,,,,,,,,1.9,
south georgia,3,30,1925,137,f,18.15,,3.55,3.85,3.9,7.5,,4.5,0.95,5.05,8.3,8.15,0.65,0.45,1.15,1.27,,,,4.79,1.86,,,1.9,
south georgia,3,30,1925,138,f,16,,2.75,3.08,3.2,6.25,0.82,4.2,0.9,4.6,7.63,7.45,0.53,0.4,1.1,,,,,,,,,1.65,
south georgia,3,30,1925,139,f,18.5,,,3.65,3.75,7.8,,,0.92,5.4,,,0.4,,,1.53,,,,4.72,1.98,,,,
south georgia,3,30,1925,140,m,19.15,0.29,3.46,,3.9,7.8,0.85,,1,5.4,8.3,,0.8,,,1.65,,,,4.71,1.98,,,,
south georgia,3,30,1925,144,m,18.96,,3.6,3.78,3.96,7.95,,4.65,0.98,5.4,8.64,8.56,1.45,,1,1.67,,,,4.76,,,,1.96,
south georgia,3,31,1925,152,m,20.3,,3.9,4.38,4.42,8.5,1,5.1,1.08,5.88,9,8.7,1.42,0.45,1.18,1.4,,,,,,,,1.85,
south georgia,4,1,1925,155,f,19.65,,3.68,3.98,4.05,8,0.95,4.8,1,5.5,8.15,8.1,0.5,0.49,1.1,1.5,2.05,2.1,0.47,,,,,1.75,
south georgia,4,2,1925,158,f,20.65,,3.8,4.09,4.3,8.3,1.02,5,0.96,5.7,9.7,9,0.62,0.58,0.92,1.55,,,,5.15,2.2,,,1.85,
south georgia,4,2,1925,159,f,19.9,,3.9,4.22,4.25,8.05,1,,1.1,5.32,8.77,,0.48,0.44,0.85,1.85,,,,5.25,2.2,,,,
south georgia,4,2,1925,161,f,21.7,,4.2,,4.55,8.9,,5.17,1.13,5.93,9.75,9.25,0.7,0.44,0.85,1.7,,,,,,,,2.35,
south georgia,4,2,1925,162,m,21.7,,4.65,4.72,4.95,9.38,1.07,5.2,1.01,5.75,9.6,9.1,1.55,0.6,1.3,2.18,,,,6,2.55,,,,
south georgia,4,2,1925,163,f,17.4,,2.7,3.37,3.37,6.5,0.87,4.48,0.9,5.1,8.1,7.9,0.4,0.46,0.9,1.3,,,,,,,,1.75,
south georgia,4,3,1925,164,f,22.35,,4.5,4.9,5,9.55,1.11,,1.1,6.2,9.7,,0.5,,,1.85,2.5,2.55,0.59,6.1,2.35,,,,
south georgia,4,3,1925,165,m,17.1,,3,3.13,3.2,6.5,0.82,4.55,0.9,5.25,8.32,8.12,1.15,0.42,0.8,1.3,,,,4,1.9,,,1.75,
south georgia,4,3,1925,166,f,23,,4.6,,5,9.9,1.18,,1.18,6.2,9.9,,0.6,,,1.9,,,,6.22,2.5,,,,
south georgia,4,3,1925,168,f,21.82,,4.2,4.4,4.57,8.9,1.08,5.45,1.05,6.18,10.05,9.5,0.52,0.54,1.1,1.7,2.3,2.4,0.6,5.5,2.2,,,,
south georgia,4,3,1925,169,m,20.1,,3.9,3.95,4.2,8.4,1.2,4.78,1,5.65,9.15,8.75,1.45,0.44,1,1.7,,,,5.05,2.35,,,2.1,
south georgia,4,6,1925,173,f,22.33,,,4.7,4.8,,,,,,,,,,,,,,,5.5,2.3,,,,
south georgia,4,6,1925,174,f,20.15,,3.94,4.35,4.42,8.73,0.95,,1.04,6.75,9,,0.45,,,1.7,2.4,2.45,0.58,5.35,2.14,,,,
south georgia,4,6,1925,175,f,23.25,,4.9,5,5.17,9.9,1.12,5.7,1.13,6.5,10.64,10.3,0.7,0.46,1.09,2.1,,,,6.2,,,,2.4,
south georgia,4,6,1925,176,m,18.6,,3.4,3.79,3.88,7.75,0.96,,0.95,5.4,8.3,,0.75,,1.2,1.55,,,0.54,,,,,,
south georgia,4,11,1925,177,m,19.1,,3.3,3.65,3.75,7.64,,,1,5.6,,,0.9,,,1.54,,,,4.5,,,,,
south georgia,4,11,1925,178,f,22.85,,4.45,4.9,5.05,9.45,1,5.2,1.05,6.1,9.85,9.5,0.55,0.49,1.2,1.75,,,,6,2.6,,,2.11,
south georgia,4,11,1925,179,f,22.45,,4.2,4.43,4.64,9.28,1.1,5.65,1.07,6.45,10.5,10,0.55,0.56,1,1.85,,,,,,,,2.1,
south georgia,4,11,1925,180,m,17.1,,2.9,,3.3,6.95,,,0.9,4.85,7.8,,0.85,,,1.45,2,2.05,0.4,4.1,1.9,,2.19,,
south georgia,4,11,1925,181,f,22.6,,4.44,,4.93,9.85,1.15,5.35,1.03,6.38,10.05,9.55,0.62,0.55,0.9,2.2,2.58,2.63,0.58,6.1,2.34,,,2.1,
south georgia,4,13,1925,183,f,22.5,,5,,5.35,,1.2,5.3,1.15,5.8,9.43,9.3,0.5,0.6,1.4,,,,,,,,,2.35,
south georgia,4,13,1925,185,f,21,,4.3,4.45,4.7,9.4,1.02,5.1,1.06,5.76,,8.45,0.66,0.46,0.9,1.95,2.2,2.23,0.55,5.74,3.1,,2.45,2.05,
south georgia,4,13,1925,186,f,21.7,,4,4.23,4.5,9.1,,,1.07,6.1,9.7,,0.4,,,1.7,,,,,,,,,
south georgia,4,13,1925,187,f,18,,3.15,,3.53,7.05,,,0.94,5.3,8.27,,0.42,,,1.35,,,,,,,,,
south georgia,4,14,1925,188,m,19.75,,3.4,3.8,3.87,8,0.89,,0.98,5.7,8.9,,0.9,0.54,1,1.67,2,2.05,0.5,4.8,1.8,,,,
south georgia,4,14,1925,189,m,21.2,,4.1,,4.69,8.73,1,4.8,1.07,5.55,9.3,9.15,1.2,0.44,1.2,1.4,,,,5.53,2.47,,,2.08,
south georgia,4,14,1925,190,f,22,,3.9,4.17,4.3,8.65,1.05,5.65,1.17,6.5,10.1,10.1,0.65,0.5,1.2,1.85,,,,,,,,2.15,
south georgia,4,14,1925,192,f,18.6,,3.5,3.73,3.85,7.75,,,0.9,5.55,8.6,,0.5,,,1.6,2.05,2.15,0.47,4.78,1.9,,,,
south georgia,4,14,1925,193,f,21.7,,4.44,4.55,4.65,9.23,,5.35,1.02,6.05,9.6,9.3,0.6,0.5,1.4,1.7,2.35,2.46,0.56,,,,,1.99,
south georgia,4,15,1925,194,m,19.17,,,,4.2,,,,1,,,,,,,,,,,5.07,2.2,,,,
south georgia,4,15,1925,195,f,16.7,,2.9,3.18,3.26,6.65,0.81,,0.8,5,7.6,,0.35,,,1.35,,,,4.06,1.7,,,,
south georgia,4,15,1925,196,m,18.9,,3.64,3.8,3.94,8,,4.5,0.98,5.3,8.45,8.2,1.4,0.48,1,1.5,,,,,,,,1.92,
south georgia,4,15,1925,197,m,16.75,,,3.1,3.05,6.55,,,0.95,4.75,,,0.72,,,1.25,1.7,1.73,0.45,3.6,1.67,,,,
south georgia,4,15,1925,198,f,22.6,,4.7,4.9,5.1,9.6,1.07,5.25,1.16,6.35,10.3,9.5,0.65,0.47,1.24,1.95,,,,6.1,2.47,,,2.2,
south georgia,4,17,1925,200,f,24.15,,4.5,5.02,5.02,10.25,,,1.1,6.75,10.4,,0.41,,,1.95,2.58,2.63,0.63,6.09,2.49,,,,
south georgia,4,18,1925,201,f,22.7,,4.44,4.8,4.85,9.6,,,1.15,6.3,10.1,,0.55,,,1.83,2.4,2.47,,6.93,3.3,,,,
south georgia,4,18,1925,203,f,19.25,0.21,3.7,,4.2,8.23,,,0.9,5.25,8.43,,0.5,,,,,,,5.6,2.16,,,,
south georgia,4,20,1925,206,m,20.3,,3.8,4.2,4.27,8.35,0.9,,1.02,5.8,9.4,,1.07,,,1.55,,,,5.14,2.07,,,,
south georgia,4,20,1925,207,m,20.3,,4.1,4.47,4.46,9,1.03,4.68,0.98,5.46,8.9,8.6,1.6,0.45,1.33,1.87,2.45,2.5,,,,,,2,
south georgia,4,20,1925,208,f,20.02,,,,,7.97,,,1.01,5.7,9.1,,0.5,,,,,,,5.02,2.17,,,,
south georgia,4,20,1925,210,m,21.7,,4.15,4.15,4.45,9.05,1.06,5.16,1.1,6.14,10.1,9.5,1.56,0.35,0.85,1.95,,,,,,,,2.22,
south georgia,4,21,1925,213,m,20.55,,4.2,,4.66,8.83,1.03,4.65,1,5.8,9.3,8.99,1.55,0.63,1.4,1.65,,,,5.6,2.29,,,2,
south georgia,4,21,1925,214,f,20.7,,3.65,3.95,4.15,8.15,,,1.04,5.67,9.4,,0.55,,,1.4,,,,5.16,2.02,,,,
south georgia,4,25,1925,217,f,21.4,,4.5,,5,9.45,1.1,,1.06,5.9,9.2,,0.55,,1.15,1.94,2.45,2.5,0.65,6,2.52,,,,
south georgia,4,27,1925,218,m,21.1,,4.07,4.05,4.36,9.1,1.08,,1.1,6.13,9.58,,1,,,1.7,,,,5.32,2.36,,,,
south georgia,4,27,1925,219,f,21.5,,4.3,,4.84,9.25,0.98,5.25,1,5.95,9.3,8.68,0.57,0.56,1.15,1.65,,,,,,,,2.1,
south georgia,4,30,1925,222,f,18.2,,3.3,3.59,3.73,7.49,0.89,4.57,0.91,5.4,8.5,8.21,0.7,0.47,1.15,1.68,,,,,,,,1.89,
south georgia,4,30,1925,223,m,19.8,,3.63,3.9,4.07,7.95,0.93,5,0.98,5.85,9.47,9.1,1.58,,1,1.5,,,,4.88,,,,1.7,
south georgia,5,1,1925,225,m,18.15,,3.68,,4.03,8.04,0.9,,0.86,5.15,7.95,,0.85,,,1.74,,,,4.86,2.2,,,,
south georgia,5,1,1925,227,f,19.73,,3.53,4.15,4.15,8.25,,5.04,0.98,5.65,9.05,8.68,0.48,0.5,1.13,1.55,,,,5.16,2.18,,,,
south georgia,5,1,1925,228,m,19.2,,3.9,,4.22,8.2,0.98,4.5,0.95,5.4,8.6,8.2,1.3,0.53,1.25,1.9,,,,,,,,2.12,
south georgia,5,1,1925,229,f,15.4,,2.65,2.95,2.95,6.1,,,0.82,5,7.4,,0.23,,,1.33,1.62,1.7,0.5,,,,,,
south georgia,5,4,1925,230,f,20.2,,3.65,4.06,4.08,7.8,0.96,,1.03,6,9.33,,0.53,,,1.32,,,,4.93,2.2,,,,
south georgia,5,4,1925,231,m,21.25,,4.36,,4.37,8.79,1.03,5.25,1,6,9.16,8.8,1.5,0.6,1.25,1.74,2,2.07,0.62,5.47,2.32,,,2.38,
south georgia,5,4,1925,233,m,18.55,,3.3,3.5,3.4,7.47,0.85,,0.96,5.76,9,,0.82,,,1.56,1.95,1.98,0.46,4.45,,,,,
south georgia,5,8,1925,236,f,21.7,,,4.74,4.8,,1.02,,1.2,6.1,9.45,,0.53,,,,,,,,,,,,
south georgia,5,8,1925,237,m,20,,3.95,,4.4,8.2,1.1,4.9,1,5.67,9.07,9.1,1.43,0.59,1.45,1.85,,,,,,,,2.27,
south georgia,5,8,1925,238,f,21.7,,4.1,,4.63,8.9,,5.7,1.15,6.5,10.15,9.7,0.6,0.6,1.3,1.9,,,,,,,,2.3,
south georgia,10,21,1925,246,m,19.25,,3.95,4,4.35,8.15,0.94,4.7,0.9,5.1,8.5,7.9,1.4,,1.8,1.55,2.3,2.35,0.58,,,,,1.75,
south georgia,10,21,1925,247,f,19.3,,,,4.2,,,,1,5.6,8.6,,0.4,,,1.8,,,,5,2.2,,,,
south georgia,10,26,1925,251,m,20.9,,4,4.27,4.5,8.6,1.03,5.3,1.05,5.65,9.25,8.7,1.43,0.62,1.1,1.7,,,,,,,,1.77,
south georgia,10,27,1925,252,m,19.6,,3.5,,4.08,8,1.05,4.87,0.95,5.44,8.87,8.6,1.34,0.48,1.45,1.5,2.06,2.08,0.55,4.9,2.06,,,2,
