location,month,day,year,num,sex,TL,JAWPROJ,ROSTBH,ROSTJAW,ROSTEYE,ROSTFLIP,EYEEAR,NOTCHTOFIN,WFLUKES,NOTCHANUS,NOTCHUMBIL,NOTCHGROOVE,ANUSREPRO,HDORS,BDORS,FLIPAXIL,FLIPTIP,LFLIP,WFLIP,LHEAD,WSKULL,LSKULL,FLIPHUMER,TAILDEPTH,ROSTAXIL
south georgia,10,27,1925,255,m,21.77,,3.8,4.13,4.3,8.9,1,5.57,1.1,6.17,10,9.1,1.57,0.47,1,1.8,2.6,2.63,0.64,,,,,,
south georgia,10,29,1925,257,f,22.57,,4.67,4.96,5.12,9.6,1.08,5.37,1.1,6.25,9.7,,0.59,0.42,1.05,1.73,2.67,2.78,0.66,6.1,2.42,,,,
south georgia,11,2,1925,260,f,21.3,,4.15,,4.6,8.75,1,5.33,1.1,6,9.6,9.3,0.7,0.48,1.2,1.5,2.3,2.3,0.58,5.5,2.3,,,2.2,
south georgia,11,3,1925,262,f,22.4,,4.8,4.97,5.2,9.9,1.08,5.4,1.1,6.2,,9.4,0.65,0.6,1.7,1.9,2.6,2.7,0.72,6.26,2.58,,,1.9,
south georgia,11,4,1925,263,f,24,,4.8,5.28,5.4,10.37,1.17,5.48,1.08,6.9,10,10.3,0.7,0.47,1.2,1.93,2.82,2.87,0.63,6.5,2.57,,,2.15,
south georgia,11,5,1925,264,f,21.05,,3.9,,4.5,8.7,1.1,5.1,1.05,5.85,9.6,9.2,0.6,0.52,1.4,1.9,2.2,2.27,,5.4,2.29,,,1.95,
south georgia,11,6,1925,266,m,20.55,,4,4.3,4.4,8.8,1.05,4.65,1.07,5.85,9.15,8.8,1.61,0.52,1.2,1.8,2.3,2.35,0.58,5.45,2.21,,,1.7,
south georgia,11,7,1925,268,m,20,,3.7,3.95,4.2,8.6,0.95,5.05,1.1,5.6,9.2,8.7,1.4,0.65,1.4,1.95,2.5,2.6,,5.1,2.29,,,1.7,
south georgia,11,7,1925,269,m,20.3,,4,4.1,4.4,,1.02,4.55,1,5.45,8.8,,1.35,0.55,1.5,,,,,,,,,1.7,
south georgia,11,11,1925,273,f,22.1,,4.3,4.65,4.9,8.65,,5.2,1.15,6,9.65,,0.5,0.45,1.1,,2.48,2.58,0.6,5.9,2.32,,,,
south georgia,11,17,1925,276,f,22.45,,4.3,4.7,4.8,9.25,1.05,5.55,1.05,6.3,10.35,9.9,0.75,0.38,1.2,1.8,,,,5.9,2.43,,2.75,1.9,
south georgia,11,18,1925,277,m,20.2,,4.08,4.36,4.5,8.7,0.98,4.72,0.86,5.35,,8.55,1.65,0.5,1.08,1.73,2.3,2.38,,,,,,1.75,
south georgia,11,18,1925,278,f,21.85,,3.85,,4.5,8.8,1,,1.13,6.15,9.6,,0.6,,,1.65,2.37,2.39,0.6,,,,,,
south georgia,11,24,1925,279,m,20.6,,4,4.3,4.48,8.9,1.02,4.85,1,5.7,9.2,9.05,1.6,0.5,1.4,1.75,2.3,2.32,0.52,5.43,2.2,,,1.83,
south georgia,11,26,1925,280,f,22.15,,,,4.65,,,,1.1,6.3,,,0.55,,1.1,,,,,5.7,2.5,,,,
south georgia,11,27,1925,281,f,21.75,,4.05,4.3,4.4,8.8,1.06,4.15,1.05,6.2,9.8,,0.6,0.45,1.1,1.5,2.26,2.33,0.58,5.4,2.22,,,,
south georgia,12,10,1925,283,m,20.9,,3.9,4.33,4.45,8.9,0.98,,1.1,6,9.5,,1.15,,,1.82,2.45,2.57,0.6,5.45,2.31,,,,
south georgia,12,14,1925,285,f,22.9,,4.6,4.85,5.15,10.17,1.18,5.4,1.08,6.1,10,9.6,0.65,0.5,1.1,2.1,2.75,2.8,0.67,6.1,2.5,,,1.5,
south georgia,12,14,1925,286,f,22.2,,4.45,,4.85,9.4,1.14,5.1,1.17,6.2,10.3,9.9,0.6,0.55,1.68,1.8,2.75,2.8,0.67,5.9,2.35,,,2.1,
south georgia,12,14,1925,287,f,20.3,,4.25,,4.6,8.7,0.95,4.95,1,5.6,9,8.7,0.6,0.52,1.35,1.65,,,,5.55,,,,2.15,
south georgia,12,14,1925,288,f,21.4,,4,,4.68,9.05,1.12,,1.14,6.1,9.8,,0.65,0.4,1.1,1.85,,,0.65,5.55,2.56,,,,
south georgia,12,15,1925,289,f,22.15,,4.25,4.45,4.7,9.25,1.03,,1.1,6.2,10,,0.55,,,1.85,2.6,2.7,0.61,5.75,2.34,,,,
south georgia,12,15,1925,290,f,23.95,,4.8,5,5.27,10.25,1.15,5.45,,6.5,10.15,10.1,0.75,0.65,1.8,2.1,2.65,2.68,0.65,6.3,2.75,,,2.05,
south georgia,12,16,1925,292,f,20.9,,4.1,4.5,4.65,8.25,0.9,5.15,1.06,5.8,9.5,9,0.65,0.58,1.3,1.77,2.38,,0.55,,,,,2,
south georgia,12,17,1925,293,f,22.65,,4.62,4.9,4.95,9.65,1.13,5.8,1.1,6.35,10.08,9.4,0.7,0.53,1.6,1.9,2.55,2.65,0.64,,,,,1.7,
south georgia,12,17,1925,294,m,20.65,,4,4.4,4.52,9,1.03,4.88,1.08,5.65,9.4,9.05,1.6,0.56,1.22,2,2.52,2.58,0.6,,,,,1.67,
south georgia,12,17,1925,295,m,20.6,,4.25,4.3,4.48,8.8,1,4.7,1.04,5.6,9.5,9.2,1.47,0.59,1.33,1.7,2.43,2.44,0.57,5.4,2.26,,,1.76,
south georgia,12,17,1925,296,f,21.5,,4.3,4.6,4.7,9.2,1.03,5.4,1.12,6,9.4,9.3,0.6,0.65,1.35,1.8,2.33,2.45,0.61,,,,,1.7,
south georgia,1,8,1926,297,m,21.1,,4.2,,4.55,9.2,,,1,6.15,9.65,,0.85,,,1.9,2.27,2.32,0.6,5.45,2.08,,,,
south georgia,1,8,1926,298,m,18.75,,3.26,3.55,3.7,7.5,0.93,4.5,1,5.5,8.5,8.3,1.3,0.52,1.2,1.35,2.1,2.17,0.54,4.55,2.1,,,1.75,
south georgia,1,8,1926,299,m,21.3,,3.8,,4.37,8.7,1.1,5.1,1.07,6,9.9,9.55,1.45,0.53,1.1,1.75,,,,5.35,2.2,,,2.15,
south georgia,1,8,1926,300,f,21.6,,4.2,,4.78,9.56,1,4.86,1.2,5.95,,,0.6,0.38,1.2,2.05,2.58,2.7,0.58,5.6,2.42,,,,
south georgia,1,8,1926,301,m,19.2,,3.65,3.66,3.95,7.65,0.94,4.65,1,5.5,8.8,8.55,1.5,0.38,1.1,1.4,2.1,2.13,0.55,5.7,2.09,,,1.7,
south georgia,1,8,1926,303,m,20.85,,4,,4.4,8.8,,5.04,1.05,6,9.6,9.4,1.4,0.47,1.2,1.85,2.4,2.41,0.6,5.22,2.3,,,1.8,
south georgia,1,8,1926,304,f,22.8,,4.75,4.72,5,9.7,1.12,5.48,1.1,6.4,10.4,10.25,0.7,0.44,1.15,2,2.55,2.75,0.65,6,2.56,,,1.95,
south georgia,1,8,1926,305,m,20,,3.88,,4.18,8.35,,4.6,0.93,5.25,8.95,8.8,1.5,0.54,1,1.86,2.17,2.2,0.6,5.15,2.15,,,1.9,
south georgia,1,8,1926,306,m,20.7,,4.1,4.2,4.48,9.25,1,5.15,1.12,5.9,9.15,9.15,1.35,0.53,0.9,,2.4,2.43,0.59,5.35,2.32,,,2,
south georgia,1,8,1926,307,m,19.2,,3.4,3.65,3.9,7.67,0.92,4.7,0.95,5.5,8.75,8.5,1.5,0.44,1,1.56,2.2,2.25,0.55,4.65,2.2,,,1.8,
south georgia,1,8,1926,308,m,21.7,,4.3,4.35,4.6,9,1.14,5.62,1.07,6.1,9.95,9.65,1.7,0.52,0.85,1.75,2.45,,0.62,,,,,1.8,
south georgia,1,9,1926,309,f,21.7,,4.34,,4.8,8.94,1.08,,1.15,6.1,9.7,,0.7,,,1.7,2.32,,0.6,5.85,,,,,
south georgia,1,9,1926,310,m,20.5,,4.1,,4.5,8.9,1.07,5.35,1,5.6,8.9,8.55,1.55,0.54,1.3,1.8,,,,5.54,,,,1.95,
south georgia,1,9,1926,311,m,20.4,,4.2,4.2,4.6,8.85,1.08,5.9,1.02,5.66,9.32,8.8,1.42,0.53,1.13,1.7,,,,,,,,,
south georgia,1,9,1926,312,m,19,,3.7,4.13,4.2,8.1,,,0.95,5.55,8.9,,1.05,,,1.8,2.17,2.23,0.57,4.8,2.24,,,,
south georgia,1,9,1926,313,m,21.7,,4.5,,4.8,9.4,1.14,5.15,1.1,5.9,9.8,9.3,1.5,0.5,1.3,1.9,2.45,2.47,0.6,5.9,2.35,,,2,
south georgia,1,9,1926,314,m,21.15,,3.85,4.02,4.35,8.7,1.06,5.5,1,6.1,9.8,9.55,1.6,0.56,1.1,1.8,,,,,,,,1.8,
south georgia,1,9,1926,315,f,17.4,,3.22,3.45,3.55,7.2,0.88,,0.9,5.45,8.25,,0.45,,,1.4,1.95,2,0.5,4.3,1.85,,,,
south georgia,1,9,1926,316,f,22.35,,4.3,4.4,4.7,9.5,1.05,,1.05,6.45,10.35,9.75,0.5,,,1.85,,,,5.7,,,,,
south georgia,1,9,1926,318,f,21.95,,4.3,4.47,4.8,9.6,1.05,5.55,1.15,6.3,,,0.6,0.5,1.3,1.95,,,,,,,,,
south georgia,1,10,1926,319,m,20.7,,4.5,,4.6,8.6,1,,1.05,5.9,9.2,,1.15,,,1.55,2.3,2.36,0.58,5.36,2.31,,,,
south georgia,1,10,1926,320,m,21.75,,4.4,,4.67,9.28,1.14,5.4,1.06,6.1,9.7,9.35,1.6,0.45,1.5,2,2.4,2.42,0.64,,,,,2,
south georgia,1,10,1926,322,m,21.6,,4.2,,4.7,9.1,1.18,5.27,1.04,6.2,9.9,9.65,1.7,0.75,1.55,1.85,2.6,2.67,0.62,5.75,2.38,,,2.1,
south georgia,1,10,1926,323,m,21.45,,4.1,4.34,4.53,8.95,1.05,,1.17,6.15,9.85,,1.05,,,1.6,,,,5.1,2.26,,,,
south georgia,1,10,1926,324,m,19.5,,3.8,,4.4,8.5,1.02,4.75,0.9,5.2,8.65,8.4,1.4,0.47,1.2,1.7,2.3,2.33,0.56,5.6,,,,2.05,
south georgia,1,10,1926,325,m,21.1,,4.4,,4.71,9.2,1.07,5.1,1.12,5.8,9.4,9,1.5,0.54,1.5,1.8,2.4,2.41,0.58,5.7,,,,1.85,
south georgia,1,10,1926,326,m,20.4,,3.88,,4.3,8.3,1.1,,1,5.62,,,1.13,0.42,1,1.6,2.3,2.32,0.6,5.2,2.18,,,,
south georgia,1,10,1926,327,m,20.9,,4.25,,4.51,9,1.14,4.95,1.02,5.46,9.2,8.7,1.64,0.62,1.15,1.75,2.3,2.37,0.6,5.27,2.26,,,1.95,
south georgia,1,10,1926,328,m,21.1,,4.1,4.17,4.4,,1.1,5,1.1,5.9,9.5,9.15,1.4,0.5,1.2,1.7,2.42,2.49,0.61,5.35,2.36,,,1.9,
south georgia,1,10,1926,329,m,21,,3.95,4.12,4.38,8.45,1.03,5.34,0.95,5.95,9.6,9.3,1.55,,0.7,1.65,2.27,2.37,0.59,5.4,2.21,,,1.85,
south georgia,1,10,1926,330,m,21.8,,4.17,4.32,4.65,9.25,1.12,5.27,1.05,6.15,9.75,9.45,1.6,0.58,1.15,1.9,,,,,,,,1.7,
south georgia,1,11,1926,331,f,21.8,,4.45,,4.87,9.4,1.12,,1.05,6.1,9.8,,0.65,,,,,,,5.8,,,,,
south georgia,1,11,1926,332,f,22.35,,4.59,4.83,4.98,9.42,1,5.55,1.05,5.15,10.27,9.78,0.68,0.53,1.25,1.82,,,,,,,,2.1,
south georgia,1,11,1926,333,m,20.5,,4.04,4.2,4.4,8.58,1,5,1.02,5.85,9.5,9.3,1.47,0.58,1.5,1.8,,,,,,,,1.95,
south georgia,1,11,1926,334,m,21.7,,4.15,,4.57,9.3,,,1.12,6.15,9.7,,1.15,,,2.12,,,,5.5,2.49,,,,
south georgia,1,11,1926,335,f,22.7,,4.5,,4.7,,1.13,5.55,1.14,6.35,10.05,9.6,0.45,0.56,1,1.82,2.68,2.7,0.6,,,,,,
south georgia,1,11,1926,336,m,20.83,,4.15,4.28,4.45,,1.05,5.25,1.18,5.5,9.3,8.8,1.5,0.7,1.45,,2.45,2.56,0.6,5.45,,,,,
south georgia,1,11,1926,337,m,21.2,,4.3,4.5,4.65,8.8,0.98,5.3,1.06,6.25,9.7,9.7,1.35,0.51,1.2,1.65,2.44,2.52,0.6,5.5,2.36,,,1.75,
south georgia,1,11,1926,338,m,19.5,,3.7,3.98,4.1,8.45,1,4.95,1,5.55,8.8,8.5,1.35,0.26,0.9,1.67,2.3,,0.52,,,,,1.6,
south georgia,1,12,1926,339,m,20.47,,4.1,4.28,4.45,8.75,1.17,5,1.08,5.65,9.2,8.9,1.45,0.38,1.3,1.73,2.28,2.3,0.56,5.6,2.22,,,1.9,
south georgia,1,12,1926,341,m,21.2,,3.9,4.15,4.3,8.3,1.04,5.15,1.03,5.4,9.25,8.9,1.4,0.42,1.25,1.7,,,,,,,,1.86,
south georgia,1,12,1926,342,f,23,,4.37,4.55,4.8,,,5.47,1.1,6.3,9.8,9.55,0.5,0.5,1.5,,,,,5.55,2.48,,,2,
south georgia,1,12,1926,343,f,23,,4.6,4.95,5,9.8,1.04,5.45,1.05,6.3,10.7,10.2,0.7,0.47,1.6,1.8,2.18,2.28,0.59,,,,,,
south georgia,1,12,1926,344,m,20.65,,4,4.12,4.45,8.68,0.98,4.65,1,5.75,9.1,8.9,1.55,0.6,1.3,1.48,,,,,,,,1.7,
south georgia,1,13,1926,347,m,21.75,,3.98,4.2,4.48,8.65,1.09,5.3,0.97,5.85,9.35,8.98,1.45,0.55,1.5,1.7,,,,5.4,2.32,,,1.8,
south georgia,1,13,1926,348,m,20.9,,3.9,4,4.18,8.2,1.05,,1.15,6.3,9.75,,1.1,,,1.8,2.5,2.56,0.6,4.88,2.3,,,,
south georgia,1,13,1926,349,m,19.25,,3.75,3.88,4.18,8.3,0.95,4.8,1,5.4,8.8,8.7,1.45,0.51,1.1,1.8,2.4,2.45,0.58,5,2.26,,,1.8,
south georgia,1,13,1926,350,f,23.8,,4.74,4.93,5.2,10.2,1.15,5.85,1.14,6.9,10.75,10.6,0.73,0.59,1.3,2.17,2.7,2.76,0.62,5.17,2.46,,,2,
south georgia,1,13,1926,351,m,21.5,,4.5,4.5,4.7,9.4,1.18,5.28,1.12,6.25,9.85,9.6,1.45,0.62,1.3,2,2.5,2.57,0.63,,,,,2.05,
south georgia,1,13,1926,352,f,20.5,,4.06,4.35,4.56,8.77,1,5.14,1.09,6.03,9.36,,0.36,0.6,1.46,1.6,2.18,2.27,0.57,5.43,2.24,,,,
south georgia,1,13,1926,353,m,20.75,,4.46,4.5,4.77,,1.07,5.02,0.95,5.65,9.1,8.88,1.45,0.54,1.25,,2.4,2.46,0.58,,,,,,
south georgia,1,13,1926,354,m,20.34,,3.85,4.06,4.39,8.6,0.97,4.97,1.1,5.75,9.13,8.95,1.55,0.48,1.25,1.79,2.56,2.6,0.56,5.1,2.36,,,1.68,
south georgia,1,13,1926,356,m,22.65,,4.42,,4.8,9.67,1.16,5.35,1.07,6.4,10.45,10.15,1.8,0.52,1.5,1.95,,,,,,,,1.9,
south georgia,1,13,1926,357,f,21.43,,4.35,4.53,4.7,9,1.11,5,1.12,6,9.7,9.4,0.7,0.48,1.1,1.76,2.46,2.52,0.59,5.6,2.41,,2.74,2.05,
south georgia,1,15,1926,358,f,23.6,,4.87,5.28,5.32,10.17,1.2,5.7,1.15,6.3,9.95,9.9,0.6,0.51,1.5,1.87,2.7,2.75,0.63,6.4,2.76,,,1.9,
south georgia,1,15,1926,359,f,21.2,,4.1,4.5,4.6,8.8,1.05,5,1.05,6,9.75,9.4,0.6,0.42,1.1,1.7,2.45,2.5,0.65,5.6,2.36,,,,
south georgia,1,15,1926,362,m,20.85,,4.25,4.63,4.75,8.9,1.02,,1.02,5.75,,,1.25,,,1.7,2.52,2.55,0.6,,,,,,
south georgia,1,18,1926,363,f,21.9,,4.4,4.45,4.7,9.2,1.15,5.38,1.08,6.3,10.2,10,0.65,,1.3,1.9,2.6,2.65,0.61,5.6,2.26,,,2,
south georgia,1,18,1926,364,f,20,,3.92,4.2,4.25,9,1.05,5.04,0.98,5.75,9.1,8.9,0.55,0.54,1.15,1.8,2.36,2.42,0.59,5,2.36,,,1.75,
south georgia,1,18,1926,365,m,19.6,,3.95,4.1,4.45,8.1,0.95,5,1,5.55,9.1,8.75,1.45,0.49,1.2,1.67,2.1,2.15,0.55,5.1,2.16,,,1.9,
south georgia,1,18,1926,366,m,20.3,,3.9,4.4,4.58,9,0.98,4.85,1.15,5.85,9.3,9.1,1,0.5,1.3,1.95,,,,5.5,,,,1.9,
south georgia,1,18,1926,367,m,21.35,,4.2,,4.74,8.9,1.05,5.15,1.06,5.9,9.1,9,1.35,0.59,1.6,1.9,2.58,2.62,0.06,5.7,,,,1.8,
south georgia,1,18,1926,368,m,20.7,,3.9,4.25,4.43,8.5,1.03,5.08,1.03,5.82,9.35,9.35,1.43,0.55,1.5,1.64,2.38,2.43,0.62,,,,,1.9,
south georgia,1,18,1926,369,f,23.1,,4.65,,5.26,9.8,1.15,5.68,1.04,6.6,10.45,10.1,0.65,0.51,1.23,1.96,2.78,2.84,0.7,5.3,2.62,,,2,
south georgia,1,18,1926,370,m,21.15,,4.15,4.48,4.6,9.07,0.95,4.8,1.07,5.9,9.4,9.25,1.55,0.51,1.4,1.77,2.52,2.58,0.58,5.45,2.26,,2.82,1.8,
south georgia,1,18,1926,371,m,20.2,,3.75,3.85,4.14,8.48,1.01,4.95,1,5.72,9.25,9.1,1.35,0.47,1.04,1.8,,,,5,2.18,,,1.9,
south georgia,1,18,1926,372,m,21.1,,4.05,4.37,4.63,7.9,1,5.2,0.95,5.75,9.75,9.5,1.55,0.5,1.4,1.75,2.33,2.4,0.52,5.4,2.4,,,1.65,
south georgia,1,19,1926,374,m,20.32,,4.2,4.4,4.52,8.54,1.04,,1.1,5.8,8.95,,1.1,,1.4,1.58,2.35,2.37,0.55,,,,2.7,,
south georgia,1,19,1926,375,m,20.3,,4,4.24,4.4,8.55,0.96,5,1,5.65,9,9,1.45,0.46,1.55,1.7,2.28,2.4,0.6,5.45,,,,1.79,
south georgia,1,19,1926,376,f,22.55,,4.36,4.52,4.73,9.45,1.05,5.54,1.08,6.2,10,9.75,0.65,0.52,1.43,1.9,2.45,2.55,0.62,,,,,2.04,
south georgia,1,19,1926,377,f,19.6,,3.8,4,4.15,8.15,0.99,4.6,1.03,5.8,9,8.65,0.45,0.53,1.26,1.63,,,,,,,,1.85,
south georgia,1,20,1926,380,m,18.7,,3.7,3.92,4.1,7.75,0.88,4.6,0.96,5.36,8.8,8.6,1.49,0.5,1.2,1.4,,,,,,,,1.6,
south georgia,1,20,1926,381,f,22.7,,,,4.92,,,5.67,1.1,6.3,10,9.7,0.66,0.58,1.6,,2.35,2.43,0.67,5.8,2.46,,,2,
south georgia,1,20,1926,382,m,20.6,,4.05,,4.42,8.7,1.02,,1.08,5.7,9.8,,1.14,,,1.64,1.98,2.01,,5.45,2.37,,,,
south georgia,1,20,1926,384,m,21.3,,4.2,4.38,4.7,9.1,0.98,5.1,0.99,6.05,9.6,9.3,1.45,0.53,1,1.87,2.47,2.58,0.68,5.6,2.1,,,1.6,
south georgia,1,20,1926,385,m,20.25,,3.9,4.18,4.2,8.45,1,4.9,1,5.5,9.3,9.2,1.3,0.48,1.3,1.7,2.24,2.31,0.54,5.53,,,,1.95,
south georgia,1,21,1926,389,f,23.9,,4.85,,5.3,10.3,1.1,,1.2,6.85,11.1,,0.55,,1,2.05,2.76,,0.65,,,,,,
south georgia,1,21,1926,390,f,21.85,,4.42,4.64,4.8,9.45,1.05,5.45,1.12,5.88,9.55,9.21,0.58,0.51,1.48,1.9,2.53,2.58,0.62,5.8,2.39,,,2.2,
south georgia,1,21,1926,391,m,20,,3.75,4,4.15,8.3,1.01,5,0.98,5.65,9.15,8.7,1.4,0.55,1.2,1.7,2.35,2.43,0.58,5.1,2.22,,,1.85,
south georgia,1,21,1926,392,m,19.2,,3.73,3.88,4.04,8,0.9,4.8,0.95,5.6,8.9,8.65,1.4,0.45,1.15,1.5,2.2,2.22,0.6,4.8,2.17,,,1.7,
south georgia,1,21,1926,393,m,20.3,,4.1,4.37,4.54,8.85,1.06,4.82,1.04,5.65,9,8.7,1.15,0.56,1.3,1.77,2.55,2.61,0.6,5.45,2.34,,,1.85,
south georgia,1,21,1926,394,f,22.55,,4.55,4.65,4.87,9.4,1.08,5.5,1.06,6.18,9.97,9.9,0.69,0.46,1.2,1.83,2.5,2.57,0.59,5.76,2.42,,,1.95,
south georgia,1,21,1926,395,f,21.8,,4.24,4.3,4.58,8.9,1.08,5.55,1.06,6.5,10.36,10.08,0.8,0.47,1.25,1.74,2.38,2.42,0.62,,,,,1.9,
south georgia,1,21,1926,396,m,20.9,,3.8,4,4.27,8.4,0.98,5.18,0.96,5.9,9.9,9.5,1.6,0.57,1.55,1.52,2.3,2.37,0.57,5.1,2.06,,,1.88,
south georgia,1,21,1926,397,f,22.05,,4.49,,4.98,9.8,1.12,5.35,1.15,6.08,9.5,9.3,0.47,0.59,1.5,1.92,2.64,2.73,0.65,6.1,2.43,,,2.33,
south georgia,1,21,1926,398,f,21.2,,,,4.5,8.7,0.98,5.2,1.05,6,9.65,9.42,0.77,0.45,1.4,1.5,,,,5.5,,,,1.83,
south georgia,1,21,1926,400,m,20.55,,3.85,4.18,4.4,8.35,1.03,5,0.95,5.8,9.43,9.1,1.35,0.47,1.35,1.65,2.14,2.18,0.55,5.3,2.16,,,1.92,
south georgia,1,22,1926,404,m,19.7,,3.75,,4.1,7.9,0.93,5,0.97,5.77,8.85,8.95,1.48,0.52,1.3,1.62,,,,5.02,2.05,,,1.7,
south georgia,1,22,1926,405,f,22.3,,4.5,,5,9.5,1.05,5.3,1.2,6.15,9.95,9.84,0.7,0.54,1.4,1.9,2.37,2.44,0.59,5.4,,,,,
south georgia,1,22,1926,406,f,17,,3.15,3.5,3.63,6.95,0.84,4.3,0.88,5.1,7.8,7.8,0.5,0.38,0.95,1.4,1.85,1.85,0.5,4.36,1.85,,,1.6,
south georgia,1,22,1926,409,f,22.3,,4.3,,4.75,9.6,1.05,5.26,1.1,6.15,9.7,9.7,0.75,0.48,1.3,1.8,2.72,2.78,0.63,5.65,2.42,,,2.05,
south georgia,1,22,1926,410,f,22.3,,4.4,4.55,5,9.35,0.9,5.55,1,6.45,10,9.8,0.75,0.63,1.7,1.8,,,0.61,5.86,2.24,,,2,
south georgia,1,23,1926,411,f,21.85,,4.3,4.53,5.7,9.2,1,,1.05,6.2,9.65,,0.65,,,1.5,2.2,2.27,0.59,5.7,2.18,,,,
south georgia,1,23,1926,412,m,20.3,,3.95,4.28,4.46,8.25,0.92,4.85,1.05,5.8,9.26,9,1.45,0.42,1.39,1.8,2.3,2.4,0.55,5.4,,,,1.8,
south georgia,1,23,1926,413,f,22.8,,4.4,4.7,4.85,9.35,1.05,6.85,1.2,6.9,10.35,10.4,,0.49,1.48,1.8,,,,5.75,2.3,,,,
south georgia,1,23,1926,414,f,21.9,,4.4,4.76,4.76,9.35,1.05,5.73,1.12,6.1,9.65,9.4,0.6,0.51,1.5,1.87,2.6,2.65,0.59,5.77,2.41,,,2.2,
